
*********************************************************************************
program_crabs.py
Directory /Users/brocktubre/Desktop/School/CSC475/NeuralNetwork_Crabs/Assignment2
Created by Brock Tubre on 10/24/14 -- CSC475

Using the crab’s dataset, build a classifier that can identify the sex of a crab from its physical measurements.
Five physical measurements of a crab considered are: frontal lobe size (FLB), rear width (RW), length (CL), width (CW), and depth (BD).
This program uses a Batch Gradient Descnes Algorithm
Compile & run $: python3 program_crabs2.py
Output is in .csv run$: python3 program_crabs2.py > output.csv
This will output a .csv to the cwd with the columns deltaFLB, deltaRW, deltaCL, deltaCW, deltaDB, deltaERROR
-6.9046331152566864e-15,-5.240599620925934e-15,-1.4054295921495097e-14,-1.5621184901171148e-14,-6.513019290554922e-15,0.6483231872051036
-5.024626548166822e-15,-4.633446404334052e-15,-1.039055994023208e-14,-1.2049389264134902e-14,-4.341579179500954e-15,0.7104174201519545
-6.314610292990075e-15,-5.509481759702339e-15,-1.2713788355434019e-14,-1.4281978377717053e-14,-5.6365502543176405e-15,0.6517577601401182
-6.059605942021484e-15,-5.167741234934908e-15,-1.2588888265163689e-14,-1.4514431323497945e-14,-5.3548745299059064e-15,0.6766950690194459
-5.679050979479072e-15,-4.309053114326389e-15,-1.1559329882171454e-14,-1.284909678656021e-14,-5.35682609381638e-15,0.5839352076128831
-7.955441860829637e-15,-5.852957007945747e-15,-1.650502651218133e-14,-1.806020610839454e-14,-7.406618721117475e-15,0.7055937932286547
-3.714042962066344e-15,-3.372302437298913e-15,-7.731228851559635e-15,-9.058725991550887e-15,-3.3352227229999087e-15,0.6446736738095914
-5.227589194856108e-15,-4.1581321719164066e-15,-1.0098692715398983e-14,-1.1464787452730718e-14,-4.603739264807949e-15,0.6979320780740701
-8.016157182488826e-15,-6.480926906249351e-15,-1.5265132907726908e-14,-1.7269172203349115e-14,-7.078105462854367e-15,0.7229020967189368
-4.885414989219683e-15,-4.0054765060304476e-15,-9.803356043613931e-15,-1.0845491171806998e-14,-4.5597206566050374e-15,0.6496662341303507
-5.603373667839584e-15,-4.720182578132892e-15,-1.084158804398605e-14,-1.218122824830914e-14,-4.842046902320263e-15,0.6895407216578038
-3.772156198511567e-15,-3.2127078775090467e-15,-8.074704099803043e-15,-9.282505319951895e-15,-3.241547655297161e-15,0.6899600977498992
-7.0830927928478005e-15,-5.521624824034177e-15,-1.3214256078253328e-14,-1.5003623343723405e-14,-5.712227565957129e-15,0.7160709192203343
-4.607859233063394e-15,-3.479855292809475e-15,-9.090384694987463e-15,-1.0061396160665481e-14,-4.1063073080715995e-15,0.7000266339475095
-3.0940961598391326e-15,-2.805047860654497e-15,-6.188192319678265e-15,-6.940628627383205e-15,-2.8338876384426115e-15,0.6247802506607817
-4.570128997460898e-15,-4.178948853628128e-15,-9.4017675589253e-15,-1.0576609033030593e-14,-4.145772267150072e-15,0.648409986961939
-4.620652818698723e-15,-3.6741443221188774e-15,-1.0016293350290084e-14,-1.1679893163751842e-14,-4.5059442288497564e-15,0.6534061110044566
-5.066043071155768e-15,-3.956904248703097e-15,-1.1181593845277504e-14,-1.280052452923286e-14,-4.676380810364478e-15,0.6297866328037073
-5.242551184836408e-15,-3.74873743158588e-15,-1.1109602821024467e-14,-1.2630521628587132e-14,-4.563406943991488e-15,0.7010591637401362
-3.3497510321112145e-15,-2.688821387764051e-15,-6.723788192886104e-15,-7.457576223224294e-15,-2.983073857376617e-15,0.6230281896555961
-5.628527158241248e-15,-4.3021142204224816e-15,-1.0756586593663187e-14,-1.2182962971785116e-14,-4.9530692047827785e-15,0.6851156514030774
-7.114968336718874e-15,-5.197231534026514e-15,-1.4601167497296785e-14,-1.6117315815300515e-14,-6.6511466473295755e-15,0.6118652280495851
-2.6237692574149207e-15,-2.3765711620882257e-15,-5.584074869169342e-15,-6.390721285498557e-15,-2.332335713450817e-15,0.6955698456434158
-3.663302300394022e-15,-2.6402491304367004e-15,-7.551684971796035e-15,-8.370040771588094e-15,-3.376856086423352e-15,0.6575950723777441
-4.210607557064705e-15,-3.4850594632374055e-15,-8.117204824964475e-15,-9.239137233052475e-15,-3.672626439077398e-15,0.6496662341303507
-5.117217413697084e-15,-3.7990444123892075e-15,-1.0498112795742642e-14,-1.1685097334179773e-14,-4.721483620739875e-15,0.6766950690194459
-4.020655336445245e-15,-3.816391647148976e-15,-8.779001831049627e-15,-1.0255685189974884e-14,-3.8933700013954464e-15,0.6517710809445023
-2.6597647695414395e-15,-2.426878142891553e-15,-5.552416165732765e-15,-6.562458909620261e-15,-2.310217989132113e-15,0.6671181549528654
-4.2073549505472485e-15,-3.0166841247236675e-15,-9.179722954000269e-15,-1.0560996521746802e-14,-3.952350599578658e-15,0.7160709192203343
-2.1872694627722566e-15,-1.8231943732516243e-15,-4.658166213866721e-15,-5.367234434672241e-15,-1.9847404969519644e-15,0.618499735388867
-2.9223585357174287e-15,-2.3765711620882257e-15,-6.707308319864325e-15,-7.639722188201858e-15,-2.6231187361114294e-15,0.6118652280495851
-2.7738228380869145e-15,-2.3609586508044345e-15,-5.410168840702667e-15,-6.2189836613768534e-15,-2.394785758585982e-15,0.7093942688103139
-4.003524942119974e-15,-2.9715813143482706e-15,-8.213481977881187e-15,-9.141992718397773e-15,-3.693876801658114e-15,0.6971822374068376
-3.7088387916384136e-15,-2.7287200277115176e-15,-7.694799658564122e-15,-8.418613028915445e-15,-3.4529670789318345e-15,0.6410236372051064
-2.5775822448670382e-15,-1.8561541192951836e-15,-5.238431216580963e-15,-5.806119474094373e-15,-2.3973878437999474e-15,0.6191653849073736
-1.975416358268589e-15,-1.6826817716975029e-15,-4.228388472693467e-15,-4.8606951796870135e-15,-1.6976437616778028e-15,0.7010591637401362
-1.7811273289591867e-15,-1.6618650899857812e-15,-3.716645047280309e-15,-4.350686477749832e-15,-1.4216058885629934e-15,0.6661394628713407
-1.4641066137244252e-15,-1.3652273755937472e-15,-3.0548480411951573e-15,-3.5752650839881994e-15,-1.1685531015048767e-15,0.6956631114690687
-3.104070819825999e-15,-2.411265631607762e-15,-6.6019238686987336e-15,-7.641456911677835e-15,-2.804614179785503e-15,0.6803762125272016
-4.225352706610508e-15,-3.08607306376274e-15,-8.671448975539064e-15,-9.572204140440022e-15,-3.949748514364693e-15,0.6517577601401182
-1.9721637517511326e-15,-1.4311468676808659e-15,-3.899224693126868e-15,-4.326400349086157e-15,-1.814303915437243e-15,0.6360712268426065
-3.286433625238061e-15,-2.355754480376504e-15,-6.812692771029916e-15,-7.653599976009673e-15,-3.166304024526667e-15,0.7229584257857431
-2.050443148604586e-15,-1.6844164951734797e-15,-4.276960730020818e-15,-4.7167131311809385e-15,-1.9186041644303486e-15,0.6874229993902424
-2.0469737016526324e-15,-1.5907414274707321e-15,-4.133412362383737e-15,-4.459974056736371e-15,-1.8513836297362474e-15,0.6899351277951424
-1.3552527156068805e-15,-1.1293049828609014e-15,-2.7824964554667986e-15,-3.120767533282276e-15,-1.2526871900897518e-15,0.7249022676138674
-2.2427806140035145e-15,-1.941155569618047e-15,-4.485561228007029e-15,-5.046310591616532e-15,-2.027024381678899e-15,0.6499585179436869
-2.871184193176113e-15,-2.2551405187698492e-15,-5.5849422309073304e-15,-6.213779490948923e-15,-2.5565487227208195e-15,0.6735697552322598
-1.8780550031793908e-15,-1.592476150946709e-15,-3.6355467247783935e-15,-4.085273785925381e-15,-1.603535013106061e-15,0.6850780678870225
-9.653736143810931e-16,-7.788908407135864e-16,-1.837505841928433e-15,-2.040034807748725e-15,-8.213915658750182e-16,0.6788764202231576
-1.4116312285761268e-15,-1.061650767297806e-15,-2.620299810462967e-15,-2.9368868448287344e-15,-1.2197274440461925e-15,0.7326997990991567
-9.710114656780178e-16,-9.17668718791731e-16,-2.0821018520411627e-15,-2.4494295480792516e-15,-8.307157045583935e-16,0.6888110171226031
-2.104436416794364e-15,-1.547373340571312e-15,-4.3662989890336235e-15,-4.777428452840127e-15,-1.9593701661158036e-15,0.7179767160567146
-1.777441041572736e-15,-1.6826817716975029e-15,-3.886647947926036e-15,-4.432218481120742e-15,-1.6590461643373189e-15,0.6803762125272016
-1.6989448042847854e-15,-1.5386997231914279e-15,-3.576999807464176e-15,-4.0592529337857286e-15,-1.6234843330797943e-15,0.7168790556821241
-1.3322676295501878e-15,-1.0633854907737827e-15,-2.798542647619584e-15,-3.191891195797325e-15,-1.1596626436904955e-15,0.671219315994397
-1.3981871216373065e-15,-1.1171619185290638e-15,-2.989795910846027e-15,-3.4208746946262636e-15,-1.248567221834307e-15,0.6959253779151415
-1.5050894558443773e-15,-1.0928757898653885e-15,-3.150691513242876e-15,-3.651592916931179e-15,-1.3244613739082922e-15,0.5916296284399123
-1.4025239303272485e-15,-1.0928757898653885e-15,-2.6163966826420193e-15,-2.9715813143482706e-15,-1.1310397063368782e-15,0.7168790556821241
-7.045145716810808e-16,-5.967448757360216e-16,-1.454999315475547e-15,-1.7156415177410622e-15,-5.895891413976173e-16,0.6832175342272347
-1.7139067942650854e-15,-1.330532906074211e-15,-3.645087703896266e-15,-4.218847493575595e-15,-1.5484575427437974e-15,0.6808073722539911
-8.452440136696993e-16,-6.349087922075114e-16,-1.5686237031520278e-15,-1.7572748811645056e-15,-7.303185833862358e-16,0.6247802506607817
-9.224392083506672e-16,-7.407269242420966e-16,-1.8518173106052416e-15,-2.0539125955565396e-15,-8.213915658750182e-16,0.6118652280495851
-1.1466522176206695e-15,-8.344019919448442e-16,-2.2863655413374318e-15,-2.4980018054066022e-15,-1.04040040471709e-15,0.6702508645427436
-1.2472661792273243e-15,-1.0581813203458523e-15,-2.4143013976907213e-15,-2.7131075164277263e-15,-1.0649033738152625e-15,0.6070581393813951
-1.2589755626901677e-15,-8.951173136040325e-16,-2.4407559306993676e-15,-2.6419838539126772e-15,-1.119980844177526e-15,0.6721930564068938
-7.960212350388574e-16,-7.580741590018647e-16,-1.7351571568458013e-15,-1.9845236565174673e-15,-7.153565934059358e-16,0.6888110171226031
-1.4840559336981585e-15,-1.2663481374630692e-15,-2.9438257387326416e-15,-3.354955202539145e-15,-1.3227266504323154e-15,0.718009826844287
-7.728193085476676e-16,-7.407269242420966e-16,-1.6887533038634217e-15,-1.9550333574258616e-15,-7.079840186330344e-16,0.6959253779151415
-6.59845442174678e-16,-6.158268339717665e-16,-1.3769367590565906e-15,-1.6115581091824538e-15,-5.267054153934581e-16,0.6716796648497922
-8.599891632155021e-16,-6.817463260588852e-16,-1.863526694068085e-15,-2.1337098754514727e-15,-7.797582024515748e-16,0.6385638602567769
-1.5816341292218539e-15,-1.330532906074211e-15,-3.0448733812082907e-15,-3.4139358007223564e-15,-1.381924089050024e-15,0.6738528120197939
-1.1518563880486e-15,-9.645062526431047e-16,-2.2798603283025187e-15,-2.5517782331618832e-15,-1.0132953504049524e-15,0.6899351277951424
-1.237942040543949e-15,-1.0009354456386177e-15,-2.357489203852481e-15,-2.6662699825763525e-15,-1.0930926302998856e-15,0.6468453323510794
-7.400764029386053e-16,-6.175615574477433e-16,-1.519617764955683e-15,-1.7052331768852014e-15,-6.839147304038562e-16,0.6328535412202585
-4.549312315749177e-16,-3.660266534311063e-16,-9.011888457699513e-16,-9.905271047827569e-16,-4.0137164425413374e-16,0.7229584257857431
-1.1256186954744507e-15,-8.656270145124267e-16,-2.460705250673101e-15,-2.8293339893181724e-15,-1.0174153186603974e-15,0.648409986961939
-6.696032617270475e-16,-5.377642775528102e-16,-1.3439770130130313e-15,-1.4901274658640773e-15,-5.963111948670274e-16,0.6970257684815876
-8.860100153551542e-16,-6.38378239159465e-16,-1.8006429680639258e-15,-1.996666720849305e-15,-8.239936510889834e-16,0.6687930713919736
-4.956972332603726e-16,-4.128641872824801e-16,-1.0178489995293916e-15,-1.141448047192739e-15,-4.581838380923742e-16,0.6496662341303507
-8.977193988179977e-16,-7.112366251504909e-16,-1.954165995687873e-15,-2.2881002648134086e-15,-8.320167471653761e-16,0.6517577601401182
-7.667477763817487e-16,-6.453171330633722e-16,-1.48318857196017e-15,-1.6670692604137116e-15,-6.624475273886432e-16,0.5916924657331587
-7.053819334190692e-16,-6.106226635438361e-16,-1.4107638668381384e-15,-1.5872719805187785e-15,-6.375108774214766e-16,0.625749998413344
-9.712283061125149e-16,-6.626643678231403e-16,-1.9615385704607746e-15,-2.149322386735264e-15,-8.697469827678717e-16,0.6808073722539911
-8.27463098040937e-16,-6.539907504432563e-16,-1.5794657248768829e-15,-1.7694179454963432e-15,-6.928051882182373e-16,0.6575950723777441
-9.52363188311267e-16,-7.511352650979575e-16,-1.8301332671555315e-15,-2.0712598303163077e-15,-8.602060036499992e-16,0.7157127605045857
-4.2413988987632933e-16,-3.5388358909926865e-16,-9.02923569245928e-16,-1.0408340855860843e-15,-3.8489177123235407e-16,0.7326997990991567
-6.594117613056838e-16,-5.117434254131581e-16,-1.3318339486811936e-15,-1.4363510381087963e-15,-5.965280353015245e-16,0.6816282349504337
-2.983724378680108e-16,-2.5673907444456745e-16,-6.158268339717665e-16,-7.042977312465837e-16,-2.45029690981724e-16,0.626156120257626
-5.332106284283711e-16,-4.2847669856627135e-16,-1.2160411566597418e-15,-1.3686968225457008e-15,-4.924446267429161e-16,0.5916924657331587
-6.622306869541461e-16,-5.585809592645319e-16,-1.2997415643756227e-15,-1.4814538484841933e-15,-5.759281940243e-16,0.7019687583388419
-4.562322741819003e-16,-3.434752482434078e-16,-9.055256544598933e-16,-1.007874339542525e-15,-4.0852737859253807e-16,0.7157127605045857
-3.46077333457373e-16,-3.226585665316861e-16,-7.22078646875346e-16,-8.448103328007051e-16,-2.7625471354930653e-16,0.651326631573664
-5.993469609499869e-16,-5.186823193170653e-16,-1.169203622808368e-15,-1.3166551182663966e-15,-5.067560954197248e-16,0.6923337598754095
-4.915772650049277e-16,-3.937822290467352e-16,-9.86623976961809e-16,-1.0946105133413653e-15,-4.375839968151496e-16,0.6259686991053062
-5.627009275199768e-16,-5.100087019371813e-16,-1.1848161340921592e-15,-1.3444106938820255e-15,-5.375474371183131e-16,0.6207773763071368
-6.550749526157418e-16,-4.787836793695988e-16,-1.3444106938820255e-15,-1.48318857196017e-15,-6.123573870198129e-16,0.6775515323554078
-3.5084782301630923e-16,-3.2959746043559335e-16,-7.8236028766554e-16,-8.881784197001252e-16,-3.391384395534658e-16,0.6970257684815876
-5.390653201597928e-16,-3.8510861166685117e-16,-1.1423154089307275e-15,-1.2993078835066285e-15,-4.692427002517263e-16,0.6416932480691291
-5.297411814764175e-16,-3.903127820947816e-16,-1.0989473220313073e-15,-1.2021633688519273e-15,-4.930951480464074e-16,0.6656569396353785
-3.4954678040932663e-16,-3.139849491518021e-16,-7.038640503775895e-16,-7.945033519973776e-16,-3.0682921481339775e-16,0.7055937932286547
-3.5496779127175415e-16,-2.688821387764051e-16,-7.003946034256359e-16,-7.754213937616328e-16,-3.163701939312702e-16,0.6702508645427436
-2.229119666630197e-16,-1.9949319973733282e-16,-4.570996359198887e-16,-5.360295540768334e-16,-1.949395506128937e-16,0.6982683014008219
-3.636414086516382e-16,-3.174543961037557e-16,-7.320533068622126e-16,-8.222589276130066e-16,-3.2461013044216003e-16,0.6507174188880271
-4.77048955893622e-16,-4.0245584642661925e-16,-9.228728892196614e-16,-1.0373646386341306e-15,-4.122136659789888e-16,0.7018430025755261
-1.7911019889460533e-16,-1.5959455978986625e-16,-3.638582490861353e-16,-4.2500725161431774e-16,-1.5157146371347352e-16,0.7104174201519545
-4.3151246464923076e-16,-3.209238430557093e-16,-8.795048023202412e-16,-9.905271047827569e-16,-4.098284211995207e-16,0.6874229993902424
-3.86843335142828e-16,-2.7582103268031233e-16,-7.901665433074356e-16,-8.690964614643804e-16,-3.5735303605122226e-16,0.7093942688103139
-2.745199900733297e-16,-2.3245294578089215e-16,-5.295243410419204e-16,-6.158268339717665e-16,-2.469812548921979e-16,0.6533141064449437
-3.7730235602495554e-16,-3.0878077872387166e-16,-7.43762690325056e-16,-8.534839501805891e-16,-3.363195139050035e-16,0.6658617246659327
-4.0050428251614534e-16,-3.1051550219984847e-16,-8.521829075736065e-16,-9.870576578308032e-16,-3.619066851756614e-16,0.7330812330338364
-2.2638141361497333e-16,-1.700029006457271e-16,-4.202367620553815e-16,-4.701100619897147e-16,-1.95590071916385e-16,0.6721930564068938
-2.899156609226239e-16,-2.5500435096859064e-16,-6.106226635438361e-16,-6.973588373426765e-16,-2.5912431922403556e-16,0.6788764202231576
-2.3115190317390955e-16,-1.8388068845354155e-16,-5.082739784612045e-16,-5.811323644522304e-16,-2.0925101928970236e-16,0.7000266339475095
-2.3180242447740085e-16,-1.8041124150158794e-16,-4.679416576447437e-16,-5.048045315092509e-16,-2.0968470015869656e-16,0.641000176119235
-1.1167282376600696e-16,-1.0581813203458523e-16,-2.393918396847994e-16,-2.8102520310824275e-16,-9.540979117872439e-17,0.6959253779151415
-3.3068166260807885e-16,-2.5153490401663703e-16,-7.125376677574735e-16,-8.222589276130066e-16,-2.931682674400804e-16,0.6661394628713407
-2.970713952610282e-16,-2.185751579730777e-16,-6.080205783298709e-16,-6.74807432154978e-16,-2.727852665973529e-16,0.6820788700710623
-2.669305748659312e-16,-2.0990154059319366e-16,-5.833007687972014e-16,-6.817463260588852e-16,-2.498001805406602e-16,0.6502511146410226
-1.715207836872068e-16,-1.5612511283791264e-16,-3.651592916931179e-16,-4.180683577104105e-16,-1.5243882545146192e-16,0.6757999062015744
-2.719179048593645e-16,-2.3245294578089215e-16,-5.217180854000247e-16,-6.019490461639521e-16,-2.391749992503023e-16,0.691596052074773
-3.5475095083725705e-16,-2.411265631607762e-16,-7.311859451242242e-16,-8.101158632811689e-16,-3.3176586478056436e-16,0.7179767160567146
-2.8471149049469346e-16,-2.203098814490545e-16,-6.054184931159057e-16,-7.008282842946301e-16,-2.5717275531356165e-16,0.6971822374068376
-1.7564075194265172e-16,-1.734723475976807e-16,-3.5908775952719907e-16,-4.198030811863873e-16,-1.5157146371347352e-16,0.7170866713763916
-2.673642557349254e-16,-1.8388068845354155e-16,-5.37330596683816e-16,-5.967448757360216e-16,-2.489328188026718e-16,0.6721930564068938
-2.458970527197124e-16,-2.0643209364124004e-16,-4.870236158804886e-16,-5.447031714567174e-16,-2.1640675362810669e-16,0.6394568599588936
-2.3180242447740085e-16,-1.7694179454963432e-16,-4.96564594998361e-16,-5.637851296924623e-16,-2.0469737016526324e-16,0.718009826844287
-2.2963402013242984e-16,-1.6479873021779667e-16,-4.731458280726741e-16,-5.238864897449957e-16,-2.1163626406917047e-16,0.6517577601401182
-1.5027042110649091e-16,-1.0928757898653885e-16,-2.9967348047499343e-16,-3.2786273695961654e-16,-1.3639263329867646e-16,0.6297866328037073
-1.5113778284447932e-16,-1.3010426069826053e-16,-3.178880769727499e-16,-3.694961003830599e-16,-1.3552527156068805e-16,0.722935830308623
-1.251169307048272e-16,-1.0408340855860843e-16,-2.706168622523819e-16,-3.0878077872387166e-16,-1.0711917464156784e-16,0.6805088605413308
-1.5504091066542713e-16,-1.2663481374630692e-16,-3.1094918306884267e-16,-3.434752482434078e-16,-1.446325698095663e-16,0.7093942688103139
-1.3487475025719675e-16,-1.1796119636642288e-16,-2.8406096919120216e-16,-3.3480163086352377e-16,-1.1427490897997217e-16,0.6203290825397063
-1.1102230246251565e-16,-1.0061396160665481e-16,-2.3592239273284576e-16,-2.706168622523819e-16,-9.86623976961809e-17,0.7168790556821241
-2.0469737016526324e-16,-1.717376241217039e-16,-3.942159099157294e-16,-4.423544863740858e-16,-1.7889335846010823e-16,0.6410236372051064
-1.1384122811097797e-16,-8.500145032286355e-17,-2.1163626406917047e-16,-2.3765711620882257e-16,-9.84455572616838e-17,0.7019687583388419
-1.1362438767648086e-16,-9.367506770274758e-17,-2.3245294578089215e-16,-2.5847379792054426e-16,-1.0820337681405334e-16,0.6893292776015285
-1.457167719820518e-16,-1.1102230246251565e-16,-3.170207152347615e-16,-3.5908775952719907e-16,-1.3118846287074604e-16,0.6157016153646847
-1.0495077029659683e-16,-9.367506770274758e-17,-2.216109240560371e-16,-2.5673907444456745e-16,-9.584347204771859e-17,0.618499735388867
-1.3010426069826053e-16,-1.0061396160665481e-16,-2.8449465006019636e-16,-3.2439329000766293e-16,-1.220811646218678e-16,0.691596052074773
-8.435092901937224e-17,-6.938893903907228e-17,-1.730386667286865e-16,-1.9949319973733282e-16,-6.938893903907228e-17,0.6099003148938795
-8.391724815037804e-17,-6.765421556309548e-17,-1.6176296413483726e-16,-1.8041124150158794e-16,-7.3075226425523e-17,0.7227723459766577
-1.441988889405721e-16,-1.0408340855860843e-16,-2.8492833092919057e-16,-3.157196726277789e-16,-1.3270634591222574e-16,0.7229020967189368
-1.0278236595162582e-16,-8.847089727481716e-17,-2.1337098754514727e-16,-2.463307335887066e-16,-9.085614205428527e-17,0.6889583276582157
-1.0538445116559103e-16,-7.632783294297951e-17,-2.0860049798621105e-16,-2.3071822230491534e-16,-9.69276742202041e-17,0.6851156514030774
-1.229485263598562e-16,-1.0061396160665481e-16,-2.424276057677588e-16,-2.7755575615628914e-16,-1.0950441942103595e-16,0.6681664435569488
-9.432558900623889e-17,-8.673617379884035e-17,-1.9949319973733282e-16,-2.2898349882893854e-16,-8.218252467440124e-17,0.7160709192203343
-1.0733601507606494e-16,-9.194034422677078e-17,-2.237793284010081e-16,-2.6020852139652106e-16,-9.93129189996722e-17,0.6088315473231579
-6.765421556309548e-17,-5.377642775528102e-17,-1.3053794156725473e-16,-1.43982048506075e-16,-5.811323644522304e-17,0.6844778170548167
-1.1449174941446927e-16,-9.71445146547012e-17,-2.389581588158052e-16,-2.7755575615628914e-16,-1.0625181290357943e-16,0.6899351277951424
-4.185020385794047e-17,-3.9898639947466563e-17,-8.977193988179977e-17,-1.0581813203458523e-16,-3.5778671692021646e-17,0.6502511146410226
-1.2945373939476923e-16,-9.020562075079397e-17,-2.688821387764051e-16,-2.914335439641036e-16,-1.231653667943533e-16,0.6328535412202585
-7.827939685345342e-17,-5.724587470723463e-17,-1.6393136847980827e-16,-1.8908485888147197e-16,-6.895525817007808e-17,0.7191803519067927
-9.84455572616838e-17,-7.28583859910259e-17,-2.0166160408230382e-16,-2.237793284010081e-16,-9.042246118529107e-17,0.6085629791109392
-6.570265165262157e-17,-6.071532165918825e-17,-1.3877787807814457e-16,-1.5959455978986625e-16,-6.006480035569695e-17,0.6517577601401182
-6.418476861114186e-17,-5.898059818321144e-17,-1.2706849461530112e-16,-1.4224732503009818e-16,-5.854691731421724e-17,0.6707030750321373
-1.0495077029659683e-16,-9.020562075079397e-17,-2.233456475320139e-16,-2.6194324487249787e-16,-9.8879238130678e-17,0.7060133942678716
-4.466912950640278e-17,-4.163336342344337e-17,-9.237402509576498e-17,-1.0755285551056204e-16,-3.859759734048396e-17,0.7010591637401362
-5.204170427930421e-17,-4.163336342344337e-17,-1.0451708942760263e-16,-1.1622647289044608e-16,-4.640385298237959e-17,0.6070581393813951
-6.960577947356938e-17,-5.551115123125783e-17,-1.5092094240998222e-16,-1.7520707107365752e-16,-6.787105599759258e-17,0.6856548460315989
-5.637851296924623e-17,-4.683753385137379e-17,-1.1535911115245767e-16,-1.2836953722228372e-16,-5.377642775528102e-17,0.7024275670288594
-4.119968255444917e-17,-3.9898639947466563e-17,-8.413408858487514e-17,-9.8879238130678e-17,-3.5561831257524545e-17,0.6716796648497922
-4.5536491244391186e-17,-3.9898639947466563e-17,-9.540979117872439e-17,-1.1102230246251565e-16,-3.946495907847236e-17,0.6661394628713407
-6.526897078362737e-17,-5.204170427930421e-17,-1.244664094013359e-16,-1.4051260155412137e-16,-5.767955557622884e-17,0.6051027025057031
-4.96564594998361e-17,-3.8163916471489756e-17,-9.80118763926896e-17,-1.0928757898653885e-16,-4.423544863740858e-17,0.685322435003642
-8.565197162635485e-17,-7.632783294297951e-17,-1.726049858596923e-16,-1.9949319973733282e-16,-7.697835424647081e-17,0.6718789518859638
-5.5077470362263625e-17,-4.336808689942018e-17,-1.1579279202145187e-16,-1.3183898417423734e-16,-4.7921736023859296e-17,0.7157127605045857
-4.0115480381963664e-17,-3.8163916471489756e-17,-8.760353553682876e-17,-1.0234868508263162e-16,-3.686287386450715e-17,0.7068804363922523
-5.5294310796760726e-17,-3.9898639947466563e-17,-1.0972125985553305e-16,-1.196959198423997e-16,-5.0523821237824507e-17,0.5839352076128831
-6.114900252818245e-17,-4.336808689942018e-17,-1.2923689896027213e-16,-1.474514954580286e-16,-5.312590645178972e-17,0.6534061110044566
-4.2934406030425976e-17,-3.2959746043559335e-17,-8.413408858487514e-17,-9.367506770274758e-17,-3.838075690598686e-17,0.6602092355725633
-4.0332320816460765e-17,-3.642919299551295e-17,-7.979727989493313e-17,-9.020562075079397e-17,-3.686287386450715e-17,0.6297866328037073
-4.228388472693467e-17,-3.9898639947466563e-17,-9.107298248878237e-17,-1.0581813203458523e-16,-3.968179951296946e-17,0.685322435003642
-6.440160904563896e-17,-4.336808689942018e-17,-1.3270634591222574e-16,-1.474514954580286e-16,-6.028164079019405e-17,0.6775515323554078
-2.3418766925686896e-17,-2.2551405187698492e-17,-5.0306980803327406e-17,-5.898059818321144e-17,-2.0166160408230382e-17,0.6921472056612172
-5.2692225582795515e-17,-5.0306980803327406e-17,-1.1535911115245767e-16,-1.3183898417423734e-16,-4.85722573273506e-17,0.6470792929162318
-4.206704429243757e-17,-3.2959746043559335e-17,-8.933825901280557e-17,-1.0061396160665481e-16,-3.7513395167998453e-17,0.7187823528691311
-6.245004513516506e-17,-4.5102810375396984e-17,-1.2793585635328952e-16,-1.4051260155412137e-16,-5.767955557622884e-17,0.7165187477942211
-1.951563910473908e-17,-1.9081958235744878e-17,-4.163336342344337e-17,-4.85722573273506e-17,-1.6696713456276768e-17,0.6551093995962478
-4.336808689942018e-17,-3.122502256758253e-17,-8.933825901280557e-17,-9.8879238130678e-17,-4.163336342344337e-17,0.718009826844287
-1.1492543028346347e-17,-1.0408340855860843e-17,-2.3418766925686896e-17,-2.7755575615628914e-17,-9.75781955236954e-18,0.6247802506607817
-2.233456475320139e-17,-1.734723475976807e-17,-4.423544863740858e-17,-4.85722573273506e-17,-1.973247953923618e-17,0.6458535996983802
-4.401860820291148e-17,-3.8163916471489756e-17,-8.760353553682876e-17,-9.8879238130678e-17,-3.924811864397526e-17,0.7000266339475095
-2.667137344314341e-17,-2.2551405187698492e-17,-5.551115123125783e-17,-6.418476861114186e-17,-2.2551405187698492e-17,0.6829306534447946
-2.6454533008646308e-17,-2.42861286636753e-17,-5.2475385148298415e-17,-5.898059818321144e-17,-2.4069288229178198e-17,0.6742648955905547
-4.90059381963448e-17,-3.8163916471489756e-17,-9.540979117872439e-17,-1.0581813203458523e-16,-4.358492733391728e-17,0.6856548460315989
-2.6020852139652106e-17,-1.9081958235744878e-17,-4.8138576458356397e-17,-5.377642775528102e-17,-2.2551405187698492e-17,0.6979320780740701
-4.423544863740858e-17,-3.469446951953614e-17,-8.500145032286355e-17,-9.71445146547012e-17,-4.0115480381963664e-17,0.6579497814605488
-4.5536491244391186e-17,-3.642919299551295e-17,-8.716985466783456e-17,-9.71445146547012e-17,-3.8163916471489756e-17,0.6502511146410226
-2.6237692574149207e-17,-2.0816681711721685e-17,-5.2475385148298415e-17,-5.898059818321144e-17,-2.3201926491189795e-17,0.6959253779151415
-2.8189256484623115e-17,-2.7755575615628914e-17,-6.158268339717665e-17,-7.112366251504909e-17,-2.5804011705155006e-17,0.625749998413344
-3.707971429900425e-17,-2.949029909160572e-17,-7.892991815694472e-17,-9.194034422677078e-17,-3.361026734705064e-17,0.6468453323510794
-3.903127820947816e-17,-2.7755575615628914e-17,-8.500145032286355e-17,-9.71445146547012e-17,-3.664603343001005e-17,0.6921472056612172
